latitude,longitude,acq_date,brightness,bright_t31,frp,confidence
-11.3414,-55.56323,2024-05-06,340.32,295.63,10.31,n
-12.4879,-51.31348,2024-10-19,330.8,281.93,19.18,n
61.686,-108.36955,2024-08-13,350.31,283.78,10.34,n
-13.25426,21.13755,2024-08-22,348.96,315.81,12.2,n
-5.42326,23.08296,2024-05-01,350.01,296.2,10.78,n
21.20291,104.41368,2024-03-05,340.52,312.48,42.92,n
52.26966,126.59631,2024-05-20,340.94,303.7,20.91,n
-5.56503,30.24718,2024-09-04,356.24,292.89,13.16,n
-5.48027,21.5464,2024-08-05,354.84,296.53,12.4,n
10.79058,5.86882,2025-01-08,352.0,319.08,27.27,n
10.04871,26.90557,2024-12-23,367.0,310.19,13.7,h
30.0166,75.26201,2024-10-30,335.6,304.94,19.44,n
-16.81573,37.76835,2024-09-16,339.13,306.6,12.95,n
-14.85717,133.04848,2024-11-22,330.27,293.36,11.02,n
16.3233,120.60593,2024-03-14,348.2,302.06,15.78,n
10.6555,33.78354,2024-11-19,345.34,311.23,35.01,n
-11.86036,24.72697,2024-07-05,367.0,306.13,19.02,h
-5.44791,29.97766,2024-08-20,349.79,317.39,28.22,n
8.76514,25.77514,2024-11-23,341.49,306.33,29.91,n
11.92731,-85.42826,2024-03-15,338.4,265.95,10.54,n
-24.39419,-60.78727,2024-02-29,348.77,303.46,119.56,n
-9.81417,33.21102,2024-08-13,367.0,296.67,21.82,h
19.90367,81.89833,2025-01-29,340.16,307.12,17.34,n
-17.0467,33.12564,2024-09-14,367.0,311.13,105.56,h
18.87053,-92.62799,2024-05-17,350.41,292.23,13.28,n
58.83121,-115.02805,2024-07-20,351.85,305.37,28.61,n
10.96579,-1.82978,2025-01-23,343.79,306.43,17.07,n
-11.5193,-50.0423,2024-09-19,351.19,313.36,16.8,n
-35.45697,-67.3217,2024-11-04,345.24,293.22,18.0,n
-8.54813,-46.79032,2024-08-28,346.1,313.35,62.33,n
-14.24361,27.66807,2024-06-09,367.0,296.97,24.7,h
18.26615,73.26869,2024-03-21,345.79,315.48,25.52,n
4.78806,13.84091,2025-01-02,343.48,311.36,40.05,n
-13.10162,17.46288,2024-06-21,345.71,305.85,13.71,n
-5.54601,31.32667,2024-09-02,350.91,305.15,20.36,n
-8.15697,17.96589,2024-06-16,346.71,293.59,19.54,n
0.34985,24.77545,2024-03-17,367.0,294.73,21.08,h
9.72172,18.29203,2024-02-02,349.33,301.71,16.25,n
12.28289,-12.76837,2024-04-16,346.37,318.84,10.22,n
-16.65296,123.55869,2024-10-13,343.86,303.37,10.36,n
-23.15215,-55.83658,2024-08-21,367.0,310.39,72.92,h
-17.45223,33.40417,2024-07-26,346.29,306.75,12.9,n
-12.81899,27.06695,2024-06-18,351.38,304.97,14.46,n
-16.76104,38.30721,2024-09-28,356.35,314.77,12.11,n
11.50933,1.62649,2024-11-22,367.0,305.33,20.03,h
-4.31637,19.53729,2024-08-05,367.0,292.28,33.01,h
44.37755,-117.56593,2024-07-20,337.85,291.25,11.54,n
-16.13636,33.92715,2024-09-26,347.66,318.15,10.45,n
51.48198,34.25089,2024-09-14,351.78,295.67,11.51,n
14.14039,0.19428,2024-11-13,347.73,304.55,28.78,n
-3.88059,22.19589,2024-07-18,338.85,299.41,14.86,n
17.58971,105.16654,2024-04-02,346.24,295.91,10.22,n
-25.05858,32.12532,2024-08-14,355.12,316.7,10.72,n
11.5181,-13.38796,2024-04-21,335.49,307.11,33.69,n
-11.6617,37.16976,2024-08-07,344.84,302.67,15.74,n
-23.61974,-64.25025,2024-10-04,352.92,301.76,32.64,n
45.67181,41.62398,2024-07-20,367.0,295.3,30.64,h
-16.55744,31.28165,2024-09-19,356.08,321.85,47.02,n
17.80606,-99.27943,2024-04-28,367.0,331.34,246.39,h
-13.65813,23.23694,2024-07-04,352.15,306.1,15.78,n
-16.09626,21.95751,2024-05-01,345.89,301.91,20.15,n
-1.43969,111.89771,2024-09-13,344.22,296.48,33.4,n
-4.33944,26.08949,2024-06-10,352.22,300.55,37.67,n
-13.66006,131.29405,2024-06-22,353.18,321.67,34.29,n
12.3791,-9.70267,2024-03-09,353.65,316.93,13.02,n
-6.48046,21.87426,2024-07-23,345.3,306.93,10.35,n
16.43336,-15.95441,2024-11-28,348.3,314.82,10.42,n
52.79813,116.97127,2024-06-05,367.0,307.26,15.9,h
-6.15555,24.33935,2024-07-23,341.66,305.78,24.7,n
49.37112,-99.08408,2024-10-20,345.32,279.68,16.5,n
54.74857,118.26847,2024-07-09,340.13,304.8,11.66,n
64.05573,-121.91822,2024-08-16,367.0,342.26,115.46,h
-14.27045,129.70393,2024-06-15,349.22,303.02,19.0,n
-8.60467,27.22008,2024-05-16,345.34,297.76,12.94,n
8.5135,24.02258,2024-02-20,351.44,311.51,11.72,n
19.98436,104.18606,2024-04-29,355.2,299.35,24.06,n
6.01162,-9.45682,2024-03-16,354.2,293.39,20.79,n
6.10062,19.18543,2025-01-28,350.58,300.85,18.3,n
64.74179,-120.51434,2024-07-27,341.36,297.5,87.42,n
-17.49017,-51.94549,2024-09-08,367.0,344.7,94.5,h
-3.03631,103.5817,2024-07-14,332.88,300.09,14.65,n
-14.1363,-51.77991,2024-09-03,349.65,320.05,23.63,n
63.25204,122.98118,2024-07-22,346.17,298.92,51.58,n
5.51842,19.10013,2025-01-26,343.95,305.49,19.98,n
-11.14964,19.47068,2024-08-20,343.33,302.77,16.15,n
-6.84927,23.47187,2024-05-17,367.0,300.38,18.96,h
-12.04291,-56.68607,2024-07-23,345.24,314.92,11.21,n
13.58198,-7.77485,2024-11-06,349.68,321.84,31.97,n
14.40954,17.29,2024-11-25,348.74,292.87,14.17,n
50.82455,-117.60396,2024-07-24,340.45,290.35,13.11,n
45.95266,48.82195,2024-03-13,310.56,268.76,25.71,n
21.96905,92.48088,2024-04-06,339.56,304.37,28.87,n
44.14526,-115.23592,2024-08-13,332.64,285.84,34.13,n
-9.45545,28.20778,2024-09-04,349.75,314.76,12.48,n
-34.04745,25.58422,2024-02-29,338.56,304.05,12.54,n
-15.23536,-68.19624,2024-09-10,343.86,304.16,21.68,n
-23.92926,34.04196,2024-09-24,333.68,296.91,13.82,n
8.3813,-64.04448,2024-04-04,354.33,299.05,12.48,n
10.82791,35.79348,2024-04-03,336.3,285.12,14.5,n
52.59913,130.01797,2024-07-07,367.0,284.38,16.38,h
-15.24109,-65.07029,2024-09-26,336.05,298.84,16.99,n
-23.96948,44.24013,2024-05-10,340.16,297.83,10.62,n
-7.99808,23.48693,2024-07-16,367.0,303.43,18.38,h
7.05944,27.24064,2024-12-20,330.23,283.1,42.07,n
-16.98935,36.41015,2024-09-14,367.0,306.28,14.22,h
9.41234,-10.27072,2024-12-29,352.95,310.61,14.55,n
-11.76868,29.11485,2024-08-13,346.14,310.6,12.55,n
-2.36213,14.96901,2024-08-19,345.17,291.78,98.9,n
25.78722,-99.19093,2024-03-29,341.46,307.95,12.8,n
-3.90964,28.83019,2024-09-25,348.55,296.46,41.76,n
-13.84102,28.87876,2024-07-21,367.0,303.02,10.03,h
-13.36034,132.38545,2024-09-04,367.0,312.42,19.18,h
55.73954,-103.79554,2024-08-20,341.04,305.45,28.17,n
-15.60097,27.07479,2024-07-13,346.57,302.08,40.88,n
-6.84295,-55.64342,2024-08-09,354.84,301.31,10.29,n
20.84639,100.75352,2024-04-14,340.43,307.73,106.18,n
-15.90968,-62.64468,2024-09-22,342.9,305.96,10.76,n
20.90317,96.91262,2024-03-06,355.43,310.24,10.8,n
-14.35502,38.69112,2024-07-27,345.0,306.68,11.66,n
22.13844,-99.25273,2024-04-10,352.48,322.59,20.21,n
36.13818,-89.97932,2024-10-08,352.84,308.74,14.64,n
53.53167,117.01333,2024-08-17,332.34,293.97,17.85,n
-31.58954,148.87764,2024-05-22,354.34,297.5,29.27,n
-16.33149,136.96805,2024-09-09,367.0,301.94,13.08,h
8.01457,-12.23094,2024-03-26,354.8,301.53,11.38,n
-15.65583,-62.09118,2024-09-06,324.64,293.55,48.34,n
59.17254,-115.02159,2024-07-09,367.0,292.6,89.06,h
9.96514,19.31134,2024-12-14,342.12,317.09,22.99,n
-13.8661,15.17831,2024-08-30,343.45,307.18,16.36,n
-6.93966,27.57092,2024-07-13,334.23,306.6,11.41,n
-13.74394,-60.62472,2024-10-09,329.5,287.69,14.43,n
8.43525,-7.93249,2025-01-25,349.83,307.35,80.57,n
-20.8082,134.96068,2024-10-15,346.66,294.46,17.77,n
-9.37148,-50.63791,2024-09-09,367.0,326.25,38.58,h
-7.04569,-63.02291,2024-09-21,367.0,292.33,19.67,h
-21.04596,145.4192,2024-09-22,341.46,308.89,41.82,n
-21.85878,129.74602,2025-01-30,336.9,303.6,13.1,n
59.10193,-114.96684,2024-07-09,351.59,311.73,17.31,n
-28.53711,-59.49941,2024-10-02,349.88,314.15,24.13,n
21.14222,-89.99364,2024-08-14,335.34,289.85,10.09,n
-15.98027,136.19054,2024-10-02,351.55,321.0,17.86,n
-13.80744,27.30037,2024-08-06,367.0,310.9,10.71,h
-18.47586,132.22955,2024-10-16,347.0,301.09,10.83,n
-18.19594,44.23616,2024-10-09,344.91,303.07,14.46,n
64.04385,-120.70229,2024-08-09,350.26,308.36,48.46,n
5.99696,11.30383,2025-01-02,344.6,310.34,13.07,n
-16.3338,36.45724,2024-10-20,340.51,303.98,14.77,n
-12.06835,22.79947,2024-09-14,348.11,317.96,25.43,n
11.64503,2.77298,2024-02-27,353.77,318.73,15.72,n
-15.16331,126.18496,2024-05-29,340.82,298.27,10.55,n
-8.59341,39.13076,2024-10-11,355.88,297.07,10.22,n
-13.88223,16.19881,2024-07-24,367.0,306.75,29.34,h
21.51887,92.77035,2024-04-01,336.44,295.57,34.27,n
52.16999,14.62648,2024-10-24,335.04,291.38,10.86,n
1.43908,29.9544,2025-01-17,345.1,313.09,13.26,n
-12.88826,26.8255,2024-08-25,347.86,318.1,13.12,n
59.61584,-118.79172,2024-07-18,314.65,285.35,14.8,n
-23.75598,47.10069,2024-11-10,337.76,300.81,22.49,n
-4.63769,19.33788,2024-08-02,356.03,301.22,10.45,n
-20.92147,-56.89406,2024-08-20,367.0,300.62,18.67,h
-20.77464,127.04731,2024-11-04,340.32,292.36,14.08,n
3.58907,29.35906,2024-02-07,344.12,309.63,27.48,n
-4.17889,17.68614,2024-08-15,347.02,287.89,20.39,n
6.12208,12.71747,2024-12-31,344.63,290.09,12.74,n
-11.41974,-67.87454,2024-10-16,333.4,288.43,10.35,n
8.91115,19.14133,2025-01-04,354.53,314.3,22.68,n
64.49667,-120.36467,2024-08-09,352.19,319.32,31.09,n
-16.01393,-61.65727,2024-09-07,351.59,319.19,37.29,n
8.49633,29.95646,2024-03-25,356.32,316.45,27.24,n
12.67881,34.49135,2024-11-27,340.73,305.07,27.38,n
9.67144,29.72294,2024-02-03,349.26,308.82,15.77,n
-10.53922,14.29067,2024-10-07,350.11,294.21,38.26,n
-13.71464,133.38232,2024-06-12,346.54,305.8,20.53,n
-9.58992,23.35545,2024-07-06,356.18,307.4,12.54,n
64.73362,-120.16458,2024-08-09,367.0,309.68,14.68,h
51.70616,114.19646,2024-07-04,347.35,282.6,12.12,n
57.89793,-99.31668,2024-08-12,348.05,303.37,10.28,n
-9.86266,-46.73602,2024-10-04,351.46,297.9,33.67,n
-6.13495,-78.3288,2024-09-13,339.44,292.14,12.06,n
-6.0655,23.09957,2024-08-24,345.13,309.48,17.73,n
45.1677,-115.22451,2024-10-07,335.81,303.92,28.28,n
-3.6213,-41.6408,2024-11-28,367.0,296.54,30.13,h
-16.97456,-59.12075,2024-07-24,349.07,300.5,17.91,n
-11.02655,35.70699,2024-09-15,367.0,306.87,46.79,h
36.00305,41.84884,2024-09-24,367.0,303.66,12.13,h
1.54304,23.48705,2024-03-16,355.07,289.4,18.35,n
6.16234,9.62526,2024-02-28,352.41,295.74,15.27,n
6.61228,11.78953,2024-02-26,342.08,299.63,11.14,n
-13.74652,-63.93223,2024-08-12,355.07,308.43,11.73,n
-24.21461,123.59462,2024-10-10,346.05,308.46,14.88,n
30.15693,50.42262,2024-07-26,341.63,304.77,11.38,n
9.08889,3.45364,2025-01-12,345.01,311.08,13.19,n
-4.84121,18.74837,2024-08-19,344.55,301.61,22.88,n
18.61486,83.05934,2024-04-05,355.6,312.94,14.06,n
9.41288,-8.84255,2025-01-09,339.87,309.31,14.14,n
45.17261,-106.72058,2024-07-16,367.0,304.01,96.63,h
-9.69582,25.44044,2024-09-16,355.56,309.06,17.99,n
21.60449,93.95261,2024-04-10,342.02,299.39,35.71,n
-19.82984,33.23459,2024-10-13,354.05,309.6,17.01,n
28.14238,82.04751,2024-04-07,352.53,309.84,12.86,n
-7.0025,-55.84563,2024-08-03,344.38,301.62,11.34,n
8.59035,-12.7778,2024-04-20,367.0,290.46,11.31,h
12.23987,-10.35128,2024-04-22,354.61,314.04,19.76,n
6.98252,-0.6091,2025-01-01,342.88,305.54,13.49,n
-6.28349,-54.01411,2024-07-25,336.86,290.01,29.37,n
-8.95985,18.87439,2024-05-23,344.67,274.59,17.78,n
-11.17329,19.71971,2024-09-04,367.0,317.85,15.54,h
-10.35822,14.37868,2024-10-29,341.85,295.28,118.36,n
-4.16409,36.85675,2024-09-15,331.64,301.25,11.45,n
-20.93272,134.9796,2024-10-21,348.4,317.22,13.58,n
8.79415,-0.63094,2024-12-25,367.0,297.86,11.67,h
-12.66165,24.8418,2024-08-09,343.54,305.0,32.08,n
-8.48265,24.83349,2024-06-24,367.0,301.82,18.42,h
17.81408,97.22375,2024-04-18,335.06,294.78,34.72,n
4.45224,-59.62681,2024-02-18,340.15,298.17,15.05,n
22.99748,97.00834,2024-04-13,351.06,317.69,31.68,n
12.42721,-9.76337,2025-01-02,367.0,300.85,46.74,h
-7.20864,22.76736,2024-08-08,353.12,310.37,17.64,n
-20.40487,134.35229,2024-08-25,343.83,316.69,20.94,n
7.4514,-66.59355,2024-03-20,347.14,297.99,14.68,n
30.10533,73.11057,2024-10-11,341.95,300.85,15.03,n
9.82803,-4.67896,2024-12-26,352.64,311.17,10.11,n
-7.30498,18.44305,2024-07-01,354.93,310.32,10.93,n
-6.67822,26.926,2024-06-23,346.07,308.56,39.95,n
-8.47306,27.46249,2024-07-17,348.83,301.78,11.0,n
-3.25483,16.1659,2024-08-04,348.17,281.56,13.66,n
-12.28956,15.56463,2024-08-11,346.5,318.05,15.93,n
-17.75833,20.48503,2024-06-07,350.37,298.46,14.67,n
7.4491,-11.99834,2024-03-16,344.85,299.43,19.72,n
7.77958,15.58109,2024-12-30,349.32,315.64,10.61,n
-8.85478,-54.98866,2024-09-01,339.13,302.87,15.45,n
-18.71763,-57.25392,2024-10-07,367.0,301.43,39.36,h
-18.36759,36.50731,2024-09-16,350.47,318.29,22.0,n
8.11028,-65.35636,2024-05-06,367.0,291.96,14.27,h
58.24809,122.92637,2024-07-12,347.47,281.92,11.69,n
-5.32428,-48.6109,2024-09-02,345.93,295.67,11.66,n
9.23259,-9.7206,2024-02-20,334.28,300.56,83.16,n
-9.9843,28.30298,2024-07-30,333.34,301.31,11.86,n
41.21989,-8.26748,2024-09-17,367.0,334.25,135.69,h
43.8638,-122.39997,2024-07-20,332.2,295.23,11.4,n
-7.1122,24.38704,2024-05-17,340.17,300.64,24.62,n
-4.53634,19.82704,2024-08-12,340.37,296.38,14.84,n
10.01629,-69.02522,2024-04-15,344.92,307.33,22.19,n
59.0098,-121.22385,2024-07-18,340.77,297.65,12.99,n
12.36778,17.30504,2024-02-06,367.0,314.12,18.27,h
8.2773,29.33405,2025-01-23,346.14,310.68,10.35,n
-11.63085,22.25728,2024-09-08,333.37,294.97,11.34,n
-11.61503,23.03056,2024-09-14,352.16,318.01,21.38,n
-11.00995,-68.9283,2024-09-09,342.15,295.54,15.31,n
-20.69642,-54.84879,2024-09-11,340.69,308.93,56.47,n
8.34234,13.91638,2025-01-29,346.82,313.83,14.04,n
-14.36136,-45.2606,2024-09-25,348.99,315.22,53.72,n
-6.98026,17.4035,2024-08-06,344.82,301.39,15.84,n
6.64239,6.20599,2024-02-07,350.52,310.57,12.86,n
26.21358,-107.26709,2024-06-15,343.36,303.08,13.97,n
-8.85473,30.94296,2024-08-06,355.83,307.6,10.82,n
19.44629,-92.08557,2024-04-19,367.0,295.56,20.1,h
-25.2226,24.41119,2024-02-09,351.71,309.41,14.13,n
31.39304,6.94337,2024-10-08,353.72,303.41,10.65,n
7.86612,-7.56776,2024-12-03,334.11,304.24,10.68,n
-12.19044,27.06827,2024-06-17,352.63,301.05,11.53,n
5.8145,22.1553,2024-12-20,337.14,307.09,12.3,n
7.33531,28.92223,2024-12-17,336.74,305.38,18.7,n
-20.33803,-57.35625,2024-08-05,341.2,299.29,11.25,n
-10.91319,38.04967,2024-10-13,356.35,316.14,90.1,n
21.07992,102.75824,2024-04-30,347.73,294.25,11.55,n
10.84543,34.25665,2024-12-02,339.75,304.58,10.32,n
6.01869,30.75332,2024-12-01,334.39,304.8,10.71,n
-3.66585,23.60083,2024-06-22,340.74,299.88,27.92,n
-4.11016,-54.99278,2024-10-21,342.37,296.63,41.29,n
-12.35071,15.04239,2024-05-18,349.06,311.22,19.16,n
-18.63598,132.68811,2024-11-07,345.6,310.56,14.24,n
5.63376,28.8708,2024-12-16,340.32,310.2,18.88,n
-10.40736,25.15295,2024-05-16,346.58,305.03,44.7,n
6.6895,33.4458,2024-11-30,354.6,301.19,14.41,n
-10.13891,17.28813,2024-06-28,367.0,299.38,32.61,h
-3.09203,16.69982,2024-08-24,337.51,300.94,16.6,n
-22.31779,-68.88025,2024-05-22,317.01,281.48,21.5,n
12.56682,30.76732,2024-11-03,342.0,313.89,16.96,n
26.38228,105.23958,2024-02-20,345.32,305.48,18.16,n
24.60684,75.38484,2024-05-19,341.43,306.37,16.7,n
-12.82999,141.81143,2024-09-23,353.87,314.17,15.61,n
10.93643,20.49795,2024-12-23,353.73,306.93,10.02,n
-6.76737,14.10818,2024-09-14,331.52,293.03,12.08,n
9.20722,31.31116,2024-03-26,355.86,313.54,26.87,n
-7.83889,15.0212,2024-09-02,353.79,299.76,30.12,n
-10.85962,17.83303,2024-07-17,344.01,315.85,11.3,n
-17.41013,46.92206,2024-12-14,352.96,306.35,11.53,n
-7.82296,-49.26683,2024-10-19,340.09,291.27,19.77,n
-13.28152,-60.02797,2024-08-10,337.2,295.14,10.04,n
2.43083,-61.91586,2024-02-21,343.57,294.98,57.85,n
8.83723,-5.11674,2024-02-02,367.0,303.12,10.94,h
-10.54015,33.70768,2024-07-31,349.56,306.04,10.04,n
27.23093,-108.20791,2024-06-13,341.68,301.25,11.71,n
9.09871,-12.13742,2024-04-26,349.35,304.1,60.52,n
-8.22138,25.55702,2024-07-18,352.49,312.25,60.88,n
8.05746,80.37292,2024-03-20,342.99,309.89,11.95,n
-12.99003,31.03112,2024-09-03,349.4,301.63,20.47,n
-14.50018,144.17014,2024-07-01,355.46,280.02,18.5,n
-2.05638,-79.29421,2024-11-11,341.21,309.37,12.91,n
-7.24998,21.07587,2024-06-25,333.01,302.97,20.47,n
-13.08495,130.14304,2024-06-05,348.58,302.64,18.93,n
-17.30999,-60.6839,2024-08-01,352.76,315.04,19.8,n
-22.04405,-45.79623,2024-09-19,341.44,297.71,18.87,n
4.1973,21.68272,2024-12-03,340.85,306.98,22.65,n
-9.28911,-54.94732,2024-08-21,343.97,305.66,18.49,n
-6.59508,19.71239,2024-06-22,343.23,299.44,10.82,n
-10.50855,21.44345,2024-08-05,336.59,299.53,13.29,n
65.32439,-125.1302,2024-07-19,367.0,294.49,16.83,h
6.53483,-6.14926,2024-02-25,337.2,301.23,10.5,n
9.14107,-7.63064,2024-12-27,345.88,302.62,11.69,n
-16.73035,-58.90693,2024-08-07,355.63,311.81,12.41,n
-8.39897,28.03123,2024-07-16,367.0,301.88,53.84,h
-8.00831,23.48879,2024-07-16,342.45,306.22,27.42,n
-6.27011,32.51432,2024-07-28,367.0,305.93,21.65,h
-11.40804,23.40417,2024-06-30,339.8,297.94,11.32,n
-5.16675,-60.31055,2024-07-25,367.0,293.76,59.77,h
-7.1567,23.30905,2024-08-24,345.3,314.2,12.22,n
12.89929,-14.44705,2025-01-30,343.89,311.67,20.45,n
6.54749,19.56922,2024-02-15,367.0,326.75,39.08,h
-7.4948,26.96648,2024-08-09,352.53,296.78,32.12,n
-19.87007,33.88137,2024-08-03,349.26,309.67,22.21,n
-13.62932,27.22548,2024-06-11,348.02,302.86,16.65,n
-22.22719,147.66287,2024-11-08,349.17,300.89,12.8,n
-16.40964,39.67103,2024-09-20,367.0,300.12,12.71,h
-12.0137,26.29633,2024-07-07,343.74,311.02,40.28,n
-8.96227,18.70796,2024-08-15,367.0,296.15,32.71,h
59.22059,-119.58019,2024-07-28,350.16,296.04,52.45,n
-11.08009,33.01665,2024-07-04,334.74,304.22,50.14,n
25.64452,76.5501,2024-11-14,347.74,317.08,22.13,n
-5.41396,34.21136,2024-10-31,346.07,285.92,34.25,n
20.59108,101.61359,2024-04-28,367.0,291.34,38.88,h
-8.87125,18.98893,2024-08-15,351.62,297.87,12.51,n
-5.16951,27.54729,2024-06-21,350.08,310.34,25.74,n
8.35416,12.41731,2024-03-26,367.0,322.84,13.24,h
-14.46084,17.86563,2024-09-20,345.33,311.2,12.22,n
-20.3722,134.10646,2024-04-17,347.37,305.02,139.68,n
31.88934,49.82531,2024-05-25,344.52,317.44,32.66,n
-12.8873,20.73389,2024-08-15,332.96,294.51,18.03,n
-5.69336,22.91517,2024-08-04,333.42,298.21,20.75,n
-12.03566,25.96052,2024-07-17,342.73,304.47,31.03,n
5.07706,-2.47274,2024-04-20,341.13,295.9,11.91,n
-2.0947,-50.64811,2024-11-30,355.03,300.1,11.99,n
5.25396,30.09376,2025-01-08,367.0,307.3,13.64,h
8.68261,27.42852,2024-03-06,351.84,318.28,11.42,n
-6.16257,21.68699,2024-07-25,367.0,300.02,23.36,h
12.55345,-13.102,2025-01-02,353.53,306.82,12.72,n
-19.16718,142.74663,2024-11-06,352.7,323.28,48.53,n
9.12033,-0.99189,2025-01-13,342.83,303.89,18.45,n
59.82346,-106.37746,2024-07-22,346.77,290.25,23.12,n
54.7917,127.51668,2024-07-13,354.56,313.96,14.89,n
-17.51942,44.95046,2024-07-23,348.62,303.5,20.05,n
-25.51348,147.50826,2024-09-18,341.96,310.7,19.38,n
-9.3533,28.29162,2024-08-15,341.51,309.31,13.19,n
54.57529,121.73269,2024-07-01,337.99,296.46,19.94,n
-24.81083,30.3461,2024-11-15,340.05,272.12,14.09,n
-9.18378,15.26822,2024-05-21,367.0,300.3,20.98,h
-18.20557,32.98027,2024-07-12,334.12,299.49,11.36,n
3.83285,27.3118,2025-01-30,367.0,303.92,19.8,h
8.43326,0.21438,2024-12-18,350.91,305.49,36.49,n
-6.20048,-52.80855,2024-08-17,338.41,299.49,10.26,n
33.79549,-83.08817,2024-10-18,334.15,295.68,14.11,n
-13.17597,17.7484,2024-09-05,345.53,306.82,10.51,n
-13.06733,26.19915,2024-07-16,345.35,299.91,11.88,n
-13.24651,27.81407,2024-06-15,340.67,298.6,37.75,n
-22.6511,44.40339,2024-04-24,345.04,304.26,14.94,n
-9.19862,17.68605,2024-07-31,340.63,300.6,13.53,n
18.40091,-91.589,2024-06-02,355.2,306.06,16.1,n
-12.35662,17.61191,2024-08-15,367.0,304.34,23.05,h
11.00545,35.51687,2024-04-11,355.08,319.99,11.34,n
9.84373,25.674,2024-05-17,348.35,314.04,13.39,n
14.54902,106.4971,2024-02-25,340.12,306.19,13.32,n
-14.35395,26.12602,2024-05-20,344.17,315.67,73.18,n
-11.53319,16.21415,2024-07-27,341.47,314.92,10.16,n
-19.25188,33.03559,2024-07-16,367.0,304.36,15.14,h
-12.30877,-67.12232,2024-09-11,341.48,305.7,14.7,n
-10.77401,14.76262,2024-08-15,367.0,307.98,82.79,h
-12.01081,36.22929,2024-09-04,367.0,300.05,24.81,h
6.36157,21.05459,2024-12-10,341.51,305.66,14.34,n
8.55621,-9.60633,2024-03-24,332.87,285.41,13.03,n
6.21135,16.65142,2025-01-21,347.31,304.04,12.89,n
5.05713,19.75148,2025-01-27,347.25,312.41,14.82,n
-17.5203,18.89192,2024-07-07,353.64,318.73,30.45,n
7.98256,32.07326,2024-12-20,350.82,307.09,38.99,n
47.82614,36.72653,2024-09-01,367.0,301.08,11.18,h
67.93098,145.90227,2024-07-11,355.52,313.6,34.82,n
36.46761,-90.45838,2024-10-18,354.82,301.38,19.48,n
12.49237,34.49734,2024-04-24,367.0,313.93,12.23,h
-20.10191,47.34259,2024-12-17,342.8,306.17,10.59,n
-8.65989,-70.47483,2024-08-22,340.83,297.17,55.17,n
-7.03645,15.48434,2024-06-14,342.52,308.7,15.71,n
-19.50759,-57.28677,2024-06-23,331.27,298.62,24.73,n
-18.01163,47.15736,2024-09-23,349.64,310.51,30.07,n
5.29335,13.59638,2025-01-30,348.33,306.77,27.3,n
9.95008,-2.66137,2024-12-02,348.05,302.32,17.32,n
59.22242,131.01518,2024-06-25,353.99,304.83,42.3,n
68.39629,146.07138,2024-07-16,367.0,325.82,81.83,h
-18.39011,44.1489,2024-07-10,341.68,304.95,11.66,n
-4.82223,28.9569,2024-09-09,355.97,303.31,15.53,n
64.86747,-119.34045,2024-07-14,349.73,298.82,52.21,n
-4.49561,19.8369,2024-09-07,340.36,293.15,10.13,n
62.88219,21.63952,2024-05-03,367.0,292.58,14.62,h
5.31946,27.89515,2025-01-26,353.01,322.97,57.88,n
-9.79552,19.74672,2024-08-20,331.05,303.13,53.84,n
-14.34133,23.92577,2024-09-17,348.88,313.8,43.99,n
31.13277,-92.98737,2024-12-21,354.16,289.18,18.63,n
0.67705,23.72375,2024-03-04,334.47,297.01,11.46,n
-9.66233,-43.59958,2024-09-24,345.04,298.7,11.19,n
-23.49887,-55.99284,2024-05-22,367.0,298.34,10.1,h
-15.79725,20.82346,2024-08-16,367.0,315.42,13.07,h
-12.05517,29.2578,2024-08-17,352.23,299.71,21.3,n
-7.44373,26.37212,2024-08-23,353.66,303.16,12.69,n
6.60652,-9.75959,2024-04-01,344.45,298.51,19.34,n
-14.32258,-63.07898,2024-10-02,353.35,307.67,105.94,n
68.96896,142.59874,2024-07-15,354.1,302.74,94.56,n
70.00056,141.62947,2024-07-16,355.64,312.11,18.15,n
-11.99254,22.71262,2024-06-22,348.63,316.84,45.17,n
-21.9352,-48.55474,2024-09-26,307.02,292.0,10.26,n
7.94504,39.39951,2024-02-24,340.62,295.67,29.29,n
59.21522,-122.64681,2024-05-11,346.46,289.62,11.31,n
10.46521,-14.33138,2024-05-28,348.95,292.32,110.69,n
14.88449,-84.7504,2024-04-04,350.64,294.65,30.9,n
-16.76483,16.46361,2024-07-29,347.7,310.38,26.22,n
-16.32837,-60.04631,2024-08-05,354.99,310.88,16.29,n
-18.94857,-48.46433,2024-09-05,354.13,315.71,12.33,n
-6.4947,13.28007,2024-07-22,335.97,296.81,10.21,n
-13.45187,-51.4083,2024-08-29,355.75,320.38,11.0,n
-9.93401,-53.90229,2024-09-05,353.63,311.67,18.29,n
-18.73254,144.561,2024-11-28,350.57,304.9,11.12,n
-4.05037,-51.08915,2024-10-09,332.45,295.53,11.34,n
-11.55601,14.43956,2024-06-18,349.94,306.16,12.57,n
-26.31232,-59.57438,2024-08-18,342.76,299.27,10.62,n
3.00035,30.41607,2024-03-14,347.88,305.79,14.57,n
-7.8044,21.70719,2024-06-21,353.9,313.42,21.17,n
59.65931,-121.48898,2024-07-06,350.64,304.16,17.68,n
-15.20213,19.92209,2024-06-14,354.23,316.59,11.83,n
-9.52045,-52.11203,2024-09-05,345.03,313.63,16.3,n
-5.25594,22.11011,2024-08-28,354.45,295.6,11.93,n
